Mens Div 2B,Crusader,East Leake 1st,Mansfield Oaktree,Phoenixwood 1st,St Giles 1st,University 3rd,University Staff,,
Mixed Div 1,Beeston Fields 1st,Bingham 3rd,Forest 1st,Forest 2nd,Mansfield Oaktree,Mapperley Park 2nd,Phoenixwood 1st,University 2nd,
Ladies Division 1,Bingham 2nd,Bingham 3rd,Mansfield Oaktree,Mapperley Park 1st,Nottingham Vets 1st,Rolls Royce,University 1st,,
